sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,1,2,2,3,4,4,5,5,6,6,7,8,9,10,10,11,11
1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2,3,4,5,6,7,7,8,8,9,10,11,12,13,14,14,15,16
3,3,4,5,6,7,7,8,8,9,10,11,12,13,14,14,15,16
4,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5
5,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
7,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
8,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
9,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
11,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12,1,1,1,2,2,2,3,3,4,4,5,5,5,6,6,7,7
13,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
14,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
15,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
16,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
17,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
18,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
19,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
21,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
22,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
23,3,4,5,6,7,7,8,8,9,10,11,12,13,14,14,15,16
24,3,4,5,6,7,7,8,8,9,10,11,12,13,14,14,15,16
25,3,4,5,6,7,7,8,8,9,10,11,12,13,14,14,15,16
26,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
27,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
28,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
29,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
30,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
31,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
32,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
33,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
34,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
35,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
36,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
37,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
38,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
39,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
40,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
41,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
42,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
43,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
44,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
45,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
46,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
47,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
48,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
49,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
50,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
51,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
52,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
53,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
54,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
55,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
56,1,2,2,3,4,4,5,5,6,7,8,9,10,11,11,12,12
57,1,2,2,3,4,4,5,5,6,7,8,9,10,11,11,12,12
58,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
59,1,2,2,3,4,4,5,5,6,7,8,9,10,11,11,12,12
60,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
61,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
62,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
63,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
64,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
65,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
66,1,2,2,3,4,4,5,5,6,7,8,9,10,11,11,12,12
67,1,2,2,3,4,4,5,5,6,7,8,9,10,11,11,12,12
68,1,1,1,2,2,2,3,3,4,4,5,5,5,6,6,7,7
69,1,1,1,2,2,2,3,3,4,4,5,5,5,6,6,7,7
70,1,1,1,2,2,2,3,3,4,4,5,5,5,6,6,7,7
71,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
72,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
73,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
74,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5
75,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
76,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8
77,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
78,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
79,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
80,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
81,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
82,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
83,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
84,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
85,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
86,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
87,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
88,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
89,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
90,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
91,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
92,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
93,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
94,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
95,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
96,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
97,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
98,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
99,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
100,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
101,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
102,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
103,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
104,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
105,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
106,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
107,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
108,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
109,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
110,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
111,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
112,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
113,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
114,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
115,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
116,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
117,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
118,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
119,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,14
120,2,3,3,4,5,5,6,6,7,8,9,10,11,12,12,13,13
121,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
122,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
123,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
